MARN,Full_name,Experience_years,Charge,Visa type,Booking preference,Location,Success rate,Language,Employment Type,Google rating,Availability
429889,Lin Li,21,0 ~ 100 AUD,956,Both,SA,< 30%,Dutch,Independent,4.3,4- 6 month
959684,Lin Hui,16,0 ~ 100 AUD,942,Online,WA,31%-50%,Cambodian,Organized,2.7,Immediately
101700,Linda Victoria Naseif George,24,500+ AUD,457,Online,SA,31%-50%,Chinese - Wu,Organized,2.8,1 month
212860,Linda Qing Yu,23,201 – 500 AUD,115,Both,QLD, 51 %- 80 %,Spanish,Independent,2.9,Immediately
532367,Linda Yi Zhuang,20,500+ AUD,204,Both,WA,>81%,Swahili,Organized,3.0,1 month
744127,Linda Theresia Supit,18,201 – 500 AUD,400,Online,QLD,>81%,Kurdish,Independent,3.0,1 month
852268,Linda Bradbury,17,500+ AUD,020,Both,NSW,31%-50%,Korean,Organized,2.8,2 - 3 month
1386281,Linda Pendlebury,12,0 ~ 100 AUD,403,Both,SA,< 30%,Pidgin,Independent,3.3,1 month
9682320,Linda Ya Qin Zhai,29,201 – 500 AUD,403,Inperson,TAS,< 30%,Croatian,Organized,3.6,1 month
9802691,Linda Woon Yin Cheng,27,0 ~ 100 AUD,482,Inperson,TAS,31%-50%,Hebrew,Organized,3.3,1 month
1462053,Linda Dag,11,201 – 500 AUD,462,Inperson,NT, 51 %- 80 %,Tamil,Organized,4.6,4- 6 month
322507,Lindy Maree Noone,22,0 ~ 100 AUD,771,Inperson,VIC,< 30%,Danish,Independent,4.5,4- 6 month
1798143,Ling Zhang,8,0 ~ 100 AUD,890,Both,VIC,>81%,Burmese,Independent,4.2,2 - 3 month
1798352,Ling Deng,8,201 – 500 AUD,887,Online,TAS,31%-50%,Amharic,Independent,4.1,2 - 3 month
1808373,Ling Sun,7,201 – 500 AUD,602,Inperson,WA, 51 %- 80 %,Fijian,Organized,4.8,1 month
2217776,Ling Chen,3,201 – 500 AUD,601,Inperson,TAS,31%-50%,Hindi,Independent,4.3,Immediately
746456,Ling Liu,18,0 ~ 100 AUD,300,Inperson,ACT,31%-50%,Chinese - Fukienese,Independent,4.3,4- 6 month
9904101,Ling Ye Kong,26,101– 200 AUD,802,Online,SA,>81%,Pidgin,Organized,3.2,4- 6 month
9904961,Ling Zhi Ying,26,101– 200 AUD,416,Inperson,ACT,31%-50%,Sinhalese,Organized,3.9,4- 6 month
1468008,Ling Fong,11,201 – 500 AUD,956,Inperson,ACT, 51 %- 80 %,Portuguese,Organized,3.2,2 - 3 month
1807001,Lingge Zhang,7,0 ~ 100 AUD,675,Online,NT,< 30%,Laotian,Independent,2.9,2 - 3 month
211430,Lingjian Jia,23,0 ~ 100 AUD,401,Online,QLD,< 30%,Arabic,Independent,2.9,2 - 3 month
1683836,Lingjie Yang,9,101– 200 AUD,116,Both,NT,< 30%,Montenegrin,Independent,4.7,Immediately
5485,Lingmei Lily Wang,25,500+ AUD,427,Online,SA,< 30%,Hindi,Independent,3.3,4- 6 month
2016255,Lingyao Wang,5,101– 200 AUD,475,Online,NT,< 30%,Portuguese,Organized,4.3,4- 6 month
958538,Linh Minh Tran,16,101– 200 AUD,010,Inperson,VIC,< 30%,Portuguese,Independent,2.8,1 month
849098,Linh Tung Nguyen,17,101– 200 AUD,576,Inperson,NT,< 30%,Japanese,Organized,4.7,Immediately
961842,Liping Shan,16,201 – 500 AUD,802,Inperson,NT,31%-50%,Chinese - Hokkien,Organized,4.9,1 month
1801645,Liqiong Cao,7,201 – 500 AUD,771,Inperson,TAS, 51 %- 80 %,Hungarian,Independent,3.7,1 month
964669,Liqun Zhao,16,0 ~ 100 AUD,406,Inperson,ACT,31%-50%,Kurdish,Independent,3.4,1 month
2217742,Lisa Nicolla Takis,3,500+ AUD,050,Inperson,TAS,>81%,Bahasa - Malaysian,Organized,3.4,1 month
2217829,Lisa Jane Stephenson,3,201 – 500 AUD,870,Inperson,ACT, 51 %- 80 %,Albanian,Independent,3.0,4- 6 month
5029,Lisa Jane Borshoff,25,500+ AUD,476,Inperson,NT, 51 %- 80 %,Chinese - Min,Independent,4.1,1 month
107508,Lisa Vorbach,24,500+ AUD,600,Online,VIC, 51 %- 80 %,Kurdish,Independent,3.6,Immediately
323160,Lisa Geok Leng Vidler,22,0 ~ 100 AUD,600,Online,ACT, 51 %- 80 %,Punjabi,Independent,4.0,2 - 3 month
743951,Lisa Nhu Thao Le,18,0 ~ 100 AUD,462,Inperson,WA,31%-50%,Portuguese,Organized,2.8,1 month
9686546,Lisa Hop Tran,29,500+ AUD,600,Inperson,ACT,>81%,Afrikaans,Organized,3.0,1 month
1791066,Lisong Cai,8,500+ AUD,870,Online,QLD, 51 %- 80 %,Burmese,Independent,3.9,2 - 3 month
211649,Liu Chen,23,101– 200 AUD,891,Both,ACT,< 30%,Laotian,Independent,4.3,1 month
2318097,Liya Varkey,2,0 ~ 100 AUD,401,Both,VIC, 51 %- 80 %,Punjabi,Organized,4.0,1 month
1804342,Liyuan Ge,7,201 – 500 AUD,888,Online,NT,>81%,Chinese - Fukienese,Organized,3.4,Immediately
1570529,Liz Yue Chen,10,101– 200 AUD,402,Online,ACT,>81%,Afrikaans,Organized,3.8,4- 6 month
1066962,Liza Etrue-Ellis,15,500+ AUD,151,Inperson,QLD,>81%,Italian,Organized,3.8,Immediately
1792352,Lizhi Huang,8,500+ AUD,575,Both,VIC,< 30%,English,Organized,2.5,4- 6 month
430179,Lloyd Butler Kelbrick,21,500+ AUD,175,Both,TAS,< 30%,Magyar,Independent,4.1,2 - 3 month
1569537,Lohraine  Mendonca da Silva e Souza,10,101– 200 AUD,572,Online,WA, 51 %- 80 %,Cambodian,Organized,3.3,4- 6 month
534069,Lok Ting Wong,20,500+ AUD,151,Both,WA,< 30%,English,Organized,4.3,2 - 3 month
1467976,Lok Raj Subedi,11,201 – 500 AUD,675,Inperson,QLD, 51 %- 80 %,Amharic,Independent,3.7,1 month
1577702,Lola Matheus,10,500+ AUD,411,Both,TAS,>81%,Fijian,Independent,4.1,4- 6 month
1804791,Long Jiao,7,201 – 500 AUD,845,Both,QLD,>81%,Ukrainian,Independent,4.1,4- 6 month
1805823,Long Do,7,201 – 500 AUD,417,Online,SA,>81%,Albanian,Organized,3.0,1 month
747704,Long Huynh Tran,18,201 – 500 AUD,488,Online,SA,31%-50%,Sinhalese,Organized,4.0,2 - 3 month
2217765,Longfei Gao,3,201 – 500 AUD,576,Both,WA, 51 %- 80 %,English,Independent,3.0,Immediately
958463,Lorraine Abraham,16,201 – 500 AUD,851,Both,ACT,>81%,English,Independent,3.3,2 - 3 month
1794667,Lotis Quinto Macatangay,8,0 ~ 100 AUD,676,Online,QLD,31%-50%,Lithuanian,Independent,2.7,2 - 3 month
9683914,Louis Luo,29,0 ~ 100 AUD,857,Inperson,NT,>81%,Montenegrin,Organized,3.5,Immediately
1467034,Louise Frances Bartok,11,500+ AUD,651,Both,WA,31%-50%,Persian,Independent,3.3,4- 6 month
1172370,Lourdes Rivera,14,500+ AUD,203,Inperson,SA,< 30%,Romanian,Independent,2.7,4- 6 month
1796561,Lu Teng,8,500+ AUD,866,Inperson,WA, 51 %- 80 %,Ilokano,Independent,4.5,Immediately
1804640,Lu Gao,7,500+ AUD,403,Inperson,SA,31%-50%,Russian,Organized,3.7,2 - 3 month
425916,Lu Li,21,201 – 500 AUD,192,Online,ACT,31%-50%,Urdu,Independent,4.1,Immediately
964498,Lu Tang,16,500+ AUD,417,Both,SA,< 30%,Hebrew,Independent,4.7,Immediately
1386192,Lu Zhang,12,101– 200 AUD,421,Inperson,WA,< 30%,Amharic,Organized,3.1,4- 6 month
1467887,Lu Jiao,11,101– 200 AUD,428,Both,ACT,< 30%,Syriac,Organized,4.7,1 month
1792523,Lu Zhang,8,201 – 500 AUD,403,Both,QLD,31%-50%,Serbian,Organized,3.4,4- 6 month
1797357,Luanne Dequito,8,500+ AUD,676,Inperson,ACT, 51 %- 80 %,Afrikaans,Independent,3.6,1 month
9905086,Luba Tanevski,26,500+ AUD,426,Inperson,NSW,31%-50%,Urdu,Organized,3.8,Immediately
964676,Lucan Bede Gorham,16,500+ AUD,410,Online,ACT,31%-50%,Burmese,Independent,3.2,4- 6 month
1791388,Lucie  Anne  Norman,8,0 ~ 100 AUD,838,Both,NSW,>81%,Gujarati,Independent,3.0,Immediately
1684759,Lucy  Jane Barry,9,101– 200 AUD,887,Both,WA, 51 %- 80 %,Danish,Independent,4.0,Immediately
1790030,Ludan Xu,8,0 ~ 100 AUD,602,Both,TAS,31%-50%,Norwegian,Independent,2.5,4- 6 month
1081,Luis Manuel Cuadros,25,201 – 500 AUD,808,Both,ACT,31%-50%,Malayalam,Independent,3.7,1 month
853787,Luke Campbell Moloney,17,201 – 500 AUD,419,Both,QLD,< 30%,Bahasa - Malaysian,Independent,4.5,4- 6 month
1799977,Luli Liu,8,0 ~ 100 AUD,428,Online,SA,31%-50%,Cambodian,Independent,2.6,2 - 3 month
1680177,Lulu Qian,9,101– 200 AUD,175,Inperson,VIC,31%-50%,Greek,Independent,2.7,4- 6 month
1686817,Lvzhou Zhang,9,500+ AUD,116,Inperson,ACT,31%-50%,Danish,Independent,4.2,4- 6 month
2318044,Lyah Pham,2,500+ AUD,416,Both,ACT, 51 %- 80 %,Arabic,Independent,2.6,2 - 3 month
1463743,Lyda Dankha,11,500+ AUD,580,Online,VIC, 51 %- 80 %,Burmese,Independent,4.3,2 - 3 month
1174798,Lydia TeAroha Lago,14,101– 200 AUD,892,Both,TAS,< 30%,Kurdish,Organized,3.8,2 - 3 month
2217732,Lyndon Michael Engles,3,201 – 500 AUD,426,Inperson,WA,< 30%,Filipino,Organized,2.8,1 month
212377,Lynette Marie Starcevich,23,500+ AUD,601,Online,ACT,31%-50%,Japanese,Independent,4.3,1 month
1793573,Lynna  Marie Salveron,8,500+ AUD,785,Online,TAS,< 30%,Vietnamese,Independent,2.7,2 - 3 month
2217887,Ma Bianca Therese De Leon Go,3,201 – 500 AUD,835,Both,QLD,>81%,Serbian,Independent,3.7,4- 6 month
848473,Maaike Van der Zon,17,0 ~ 100 AUD,427,Inperson,WA,>81%,Swahili,Organized,3.0,2 - 3 month
1682571,Maciej Stanislaw Ksiazka,9,500+ AUD,116,Both,WA, 51 %- 80 %,Russian,Independent,3.7,2 - 3 month
105673,MaCson Queiroz,24,101– 200 AUD,802,Online,VIC, 51 %- 80 %,Tagalog,Independent,3.6,4- 6 month
1804962,Madalina Eisenstat,7,101– 200 AUD,851,Online,SA,>81%,Hebrew,Independent,3.3,4- 6 month
742778,Madan Mohan Gaindhar,18,101– 200 AUD,838,Both,SA, 51 %- 80 %,Vietnamese,Organized,2.8,4- 6 month
1171539,Madanlall Jaggessar,14,201 – 500 AUD,976,Inperson,NSW, 51 %- 80 %,Swedish,Independent,4.0,2 - 3 month
640802,Madhuri Patil Sinha,19,101– 200 AUD,870,Inperson,QLD,>81%,Indonesian,Independent,3.8,2 - 3 month
1789884,Madiha Farooqi,8,101– 200 AUD,489,Online,VIC,>81%,Bosnian,Independent,3.1,1 month
1685196,Madison Louise McCabe,9,500+ AUD,890,Online,TAS,31%-50%,Hindi,Organized,2.6,4- 6 month
637252,Magesh Janiglass,19,101– 200 AUD,427,Online,VIC, 51 %- 80 %,Bosnian,Independent,4.9,Immediately
635485,Maggie Siew Lian Lua,19,101– 200 AUD,851,Both,NSW,31%-50%,Romanian,Independent,4.3,4- 6 month
1169782,Maggie Meng Li,14,201 – 500 AUD,187,Online,WA, 51 %- 80 %,Arabic,Organized,3.0,2 - 3 month
9790043,Maha Wedage Champa Pushpa Buddhipala,28,101– 200 AUD,893,Both,SA,31%-50%,Afrikaans,Independent,2.5,1 month
1572358,Mahalakshmi Saikumar,10,0 ~ 100 AUD,155,Both,NT,31%-50%,Urdu,Independent,4.0,1 month
961664,Mahalingam Sutharshan,16,0 ~ 100 AUD,204,Inperson,NSW,>81%,Khmer,Organized,3.3,Immediately
2117686,Maheep Singh Virk,4,0 ~ 100 AUD,856,Online,TAS,>81%,Chinese - Min,Independent,3.7,Immediately
1570858,Mahendra Gurung,10,500+ AUD,572,Online,NT, 51 %- 80 %,Magyar,Organized,3.3,1 month
2217863,Mahesh Mohan Bahadur Singh,3,0 ~ 100 AUD,489,Online,VIC, 51 %- 80 %,Romanian,Organized,4.8,Immediately
963195,Mahesh Singh Bhandari,16,101– 200 AUD,857,Both,SA,>81%,Montenegrin,Independent,3.0,Immediately
1808695,Mahkameh Rouzbahani,7,500+ AUD,120,Online,TAS, 51 %- 80 %,Magyar,Organized,3.8,1 month
1799648,Mahmoud Nasr Mahmoud,8,500+ AUD,192,Online,WA, 51 %- 80 %,Portuguese,Independent,4.0,2 - 3 month
9900118,Mahmoud Ajjawi,26,0 ~ 100 AUD,836,Both,TAS,>81%,Bengali,Independent,2.5,2 - 3 month
1465192,Mahnaz Benam,11,0 ~ 100 AUD,488,Online,ACT,31%-50%,Russian,Independent,4.2,Immediately
2144,Mahrukh Mundul,25,101– 200 AUD,19,Online,NSW, 51 %- 80 %,Bosnian,Organized,3.5,1 month
2217982,Main Pal,3,0 ~ 100 AUD,400,Online,VIC, 51 %- 80 %,Malayalam,Independent,3.1,2 - 3 month
1460659,Mairead Elizabeth O'Connor,11,101– 200 AUD,102,Both,WA,< 30%,Chinese - Wu,Organized,4.1,Immediately
1382236,Majanna Kirsten Arnott,12,500+ AUD,855,Inperson,TAS, 51 %- 80 %,Korean,Organized,3.3,2 - 3 month
1808791,Majeesh Variyaniyil Gopi,7,201 – 500 AUD,403,Inperson,VIC,31%-50%,Norwegian,Independent,4.7,1 month
1175495,Majlinda Lulo,14,500+ AUD,977,Inperson,SA, 51 %- 80 %,Romanian,Independent,3.3,Immediately
963486,Maki Puttinad Thanaphattaratada,16,201 – 500 AUD,157,Online,QLD,< 30%,Filipino,Independent,4.2,Immediately
955735,Malak Sawires,16,500+ AUD,186,Both,NSW,< 30%,Bulgarian,Independent,3.2,2 - 3 month
853718,Malalage Dayagee Dussantha Peiris,17,500+ AUD,117,Inperson,ACT,31%-50%,Russian,Organized,3.2,1 month
1911382,Malay Mukeshbhai Khamar,6,101– 200 AUD,101,Inperson,VIC,31%-50%,Burmese,Independent,3.1,1 month
100298,Malcolm John Ferns,24,201 – 500 AUD,426,Online,SA,< 30%,Hebrew,Independent,3.7,2 - 3 month
1173539,Malvika Guha,14,500+ AUD,200,Both,SA,>81%,Turkish,Independent,3.6,1 month
3745,Malyun Mohamed Ahmed,25,500+ AUD,19,Inperson,NSW, 51 %- 80 %,Bosnian,Independent,4.2,4- 6 month
961599,Mamerto Tecson Sebastian,16,201 – 500 AUD,411,Both,TAS,>81%,Chinese - Hokkien,Organized,4.2,Immediately
1575562,Mamika Kalra,10,0 ~ 100 AUD,864,Inperson,WA,31%-50%,Chinese - Fukienese,Independent,3.6,1 month
320545,Man Zhuang,22,101– 200 AUD,857,Online,NT, 51 %- 80 %,Hebrew,Organized,4.0,2 - 3 month
639036,Man Bahadur Khatri,19,101– 200 AUD,173,Both,TAS,31%-50%,Laotian,Organized,2.8,1 month
1388274,Man Mohan Makkar,12,500+ AUD,187,Both,TAS,>81%,Chinese,Organized,3.3,Immediately
961551,Man Ling Luk,16,0 ~ 100 AUD,030,Both,TAS,< 30%,Bulgarian,Organized,4.1,4- 6 month
1797220,Mandeep Kaur,8,101– 200 AUD,132,Inperson,QLD,31%-50%,Chinese - Min,Independent,3.9,2 - 3 month
1799693,Mandeep Kaur,8,500+ AUD,462,Both,TAS,< 30%,Persian,Organized,3.2,Immediately
1802739,Mandeep Singh,7,500+ AUD,801,Online,TAS,>81%,Chinese - Fukienese,Organized,2.9,Immediately
2015849,Mandeep Singh,5,101– 200 AUD,415,Inperson,NSW,31%-50%,Amharic,Independent,3.1,2 - 3 month
2217766,Mandeep Kaur,3,500+ AUD,870,Inperson,QLD,>81%,Swedish,Organized,3.5,Immediately
2217774,Mandeep Kaur,3,101– 200 AUD,574,Both,VIC, 51 %- 80 %,Macedonian,Independent,3.9,Immediately
744076,Mandeep Singh Sidhu,18,201 – 500 AUD,010,Online,QLD, 51 %- 80 %,Hebrew,Independent,3.2,Immediately
852179,Mandeep Singh,17,500+ AUD,051,Both,VIC,< 30%,Chinese - Wu,Independent,2.8,Immediately
956514,Mandeep Singh,16,0 ~ 100 AUD,191,Inperson,ACT,31%-50%,Chinese - Wu,Organized,4.6,4- 6 month
1462851,Mandeep Kaur,11,201 – 500 AUD,201,Inperson,SA,>81%,Montenegrin,Independent,3.8,1 month
1682951,Mandeep Kumar,9,201 – 500 AUD,488,Online,NSW, 51 %- 80 %,Bulgarian,Organized,3.5,Immediately
2217860,Maneesh Bohra,3,500+ AUD,143,Both,NT,< 30%,Kurdish,Organized,2.7,Immediately
1913584,Manek Thimendra Ranasinghe,6,201 – 500 AUD,884,Both,TAS,< 30%,Japanese,Independent,3.6,1 month
1910490,Manel Zoulfikar,6,201 – 500 AUD,851,Online,TAS,>81%,Kiswahili,Organized,3.4,2 - 3 month
2218002,Manga Kiran Vadlamudi,3,0 ~ 100 AUD,010,Both,NSW, 51 %- 80 %,Nepali,Independent,4.5,1 month
1574334,Mani Walia,10,201 – 500 AUD,888,Inperson,WA, 51 %- 80 %,Kurdish,Independent,3.2,Immediately
2318028,Maninder Raj Singh,2,0 ~ 100 AUD,103,Both,WA,31%-50%,Russian,Independent,4.5,Immediately
1805936,Maninderjit Singh Prihar,7,0 ~ 100 AUD,456,Both,WA,>81%,Chinese - Cantonese,Independent,3.0,2 - 3 month
852617,Manish Paul Garg,17,500+ AUD,887,Inperson,SA,>81%,Tamil,Organized,3.6,2 - 3 month
1678522,Manish Kumar Arora,9,201 – 500 AUD,886,Inperson,TAS,< 30%,Serbian,Independent,3.9,2 - 3 month
2217980,Manisha Pradhan,3,500+ AUD,186,Inperson,ACT,31%-50%,Ukrainian,Organized,3.5,2 - 3 month
1688331,Manjian Huang,9,201 – 500 AUD,685,Both,ACT,>81%,Malayalam,Independent,3.8,Immediately
2318130,Manjinder Kaur,2,201 – 500 AUD,461,Both,WA,31%-50%,Chinese - Hokkien,Organized,4.9,Immediately
960169,Manjinder Pal Singh Sekhon,16,500+ AUD,132,Both,NT,>81%,German,Organized,4.4,1 month
1171779,Manjinder Singh Saini,14,500+ AUD,187,Inperson,SA,31%-50%,Korean,Organized,2.9,4- 6 month
1687014,Manjinder Kaur Hunjan,9,101– 200 AUD,572,Both,TAS,31%-50%,Magyar,Organized,4.0,1 month
851345,Manjit Singh Johal,17,500+ AUD,836,Inperson,VIC, 51 %- 80 %,Fijian,Organized,3.5,2 - 3 month
1463267,Manjit Singh,11,0 ~ 100 AUD,173,Both,VIC, 51 %- 80 %,Norwegian,Independent,2.8,2 - 3 month
854840,Manjula Mudiyanselage Kulatunga,17,500+ AUD,426,Inperson,NT,31%-50%,Korean,Independent,4.9,1 month
1572310,Manjula Udaya Ranasinghe,10,500+ AUD,400,Online,ACT, 51 %- 80 %,Urdu,Organized,4.7,1 month
1796465,Manman Chen,8,101– 200 AUD,400,Inperson,VIC, 51 %- 80 %,Nepali,Independent,3.5,Immediately
2117648,Manmir Singh Bawa,4,500+ AUD,114,Online,TAS, 51 %- 80 %,Danish,Organized,2.8,Immediately
2318071,Manmohan Kaur Nimi Bedi,2,101– 200 AUD,187,Both,VIC,< 30%,Marathi,Independent,2.6,4- 6 month
1804359,Manoj Kumari,7,101– 200 AUD,475,Both,ACT, 51 %- 80 %,Marathi,Organized,4.2,Immediately
1680564,Manoj Dhull,9,201 – 500 AUD,976,Online,ACT, 51 %- 80 %,Chinese - Wu,Independent,4.6,2 - 3 month
1175717,Manon Eveline Asarfi,14,0 ~ 100 AUD,188,Both,WA,31%-50%,Bahasa - Malaysian,Organized,4.8,4- 6 month
1808708,Manori  Dilini Nanayakkara,7,500+ AUD,102,Online,SA,< 30%,Chinese - Fukienese,Organized,2.7,2 - 3 month
2117366,Manpreet Singh Mann,4,0 ~ 100 AUD,476,Online,QLD,< 30%,Dutch,Independent,3.3,2 - 3 month
1678604,Manuela Seiberth,9,201 – 500 AUD,890,Online,TAS,< 30%,Khmer,Independent,4.9,4- 6 month
956223,Manvinder Jit Kaur,16,101– 200 AUD,858,Inperson,ACT, 51 %- 80 %,Thai,Organized,3.1,4- 6 month
962796,Manvinder Kaur Josan,16,201 – 500 AUD,408,Online,ACT,31%-50%,Czech,Independent,4.4,2 - 3 month
1571106,Marcia George,10,101– 200 AUD,489,Both,NSW,>81%,Tagalog,Independent,4.5,2 - 3 month
1384863,Marcos Mateo,12,201 – 500 AUD,485,Inperson,NT,>81%,Slovak,Independent,4.3,1 month
1910034,Marcus John De Witt Ryall,6,500+ AUD,101,Both,TAS, 51 %- 80 %,Hungarian,Independent,3.0,1 month
9902416,Maree Julia Elliott,26,0 ~ 100 AUD,771,Inperson,TAS, 51 %- 80 %,Bahasa - Malaysian,Organized,3.4,1 month
108212,Margaret Christina Elizabeth Le Sueur,24,0 ~ 100 AUD,488,Inperson,QLD,31%-50%,Farsi,Organized,4.7,2 - 3 month
601154,Margaret Andoh-Okai,19,0 ~ 100 AUD,858,Both,QLD,< 30%,Albanian,Independent,3.0,2 - 3 month
1280757,Margaret Chi-Szu Lim,13,0 ~ 100 AUD,836,Both,QLD,31%-50%,Indonesian,Organized,3.2,1 month
2217834,Margot Natalia Chavez Serna,3,500+ AUD,120,Both,VIC,>81%,Nepali,Organized,3.5,1 month
9903473,Margot Merle Segal,26,0 ~ 100 AUD,491,Both,TAS,< 30%,Russian,Organized,4.7,4- 6 month
1467370,Margot Rebecca Lees,11,201 – 500 AUD,570,Inperson,NT,< 30%,Chinese - Cantonese,Organized,2.8,2 - 3 month
1789586,Mari Webb,8,500+ AUD,121,Inperson,ACT,>81%,Syriac,Organized,3.2,1 month
1799097,Maria Virginia McEvoy,8,0 ~ 100 AUD,485,Both,TAS,31%-50%,Bulgarian,Organized,3.2,1 month
1909864,Maria Alejandra Curac-Braithwaite,6,0 ~ 100 AUD,494,Online,NT,< 30%,Ilokano,Organized,2.5,1 month
2318093,Maria Nina Daguio Del Rosario,2,201 – 500 AUD,420,Inperson,NSW,>81%,Swahili,Organized,4.0,2 - 3 month
635125,Maria Presentacion Armstrong,19,201 – 500 AUD,456,Both,NT, 51 %- 80 %,Sinhalese,Independent,4.1,2 - 3 month
701979,Maria Luisa Oropesa,18,0 ~ 100 AUD,942,Online,TAS,31%-50%,French,Independent,4.5,Immediately
955639,Maria Kieu Oanh Do,16,0 ~ 100 AUD,771,Inperson,WA,< 30%,Punjabi,Independent,3.2,1 month
1067049,Maria Anna Hrambanis,15,0 ~ 100 AUD,988,Inperson,SA, 51 %- 80 %,Albanian,Organized,4.8,4- 6 month
1170781,Maria Victorina Cuello,14,500+ AUD,421,Inperson,QLD,>81%,Pidgin,Independent,4.7,4- 6 month
1572334,Maria Rissa Recto Raymundo,10,201 – 500 AUD,116,Both,WA,>81%,Czech,Independent,3.3,2 - 3 month
1463510,Maria Catherine Arthurs,11,0 ~ 100 AUD,956,Both,WA,< 30%,Russian,Independent,3.9,2 - 3 month
1570992,Maria Baby,10,0 ~ 100 AUD,309,Online,ACT,31%-50%,Filipino,Organized,3.7,4- 6 month
964227,Maria Cecilia Wu Dela Vega,16,101– 200 AUD,801,Inperson,NT, 51 %- 80 %,Bosnian,Independent,4.2,1 month
1574492,Maria Fe Alcover Peffer,10,101– 200 AUD,403,Online,QLD, 51 %- 80 %,Montenegrin,Organized,4.4,4- 6 month
1574663,Maria Karenena Cortez,10,201 – 500 AUD,204,Online,ACT,>81%,Kurdish,Independent,2.5,1 month
428500,Maria-Elena Chidzey,21,101– 200 AUD,893,Online,NT,31%-50%,Thai,Organized,3.6,1 month
1801570,Mariana Del Rocio Alcantara,7,0 ~ 100 AUD,802,Online,WA,31%-50%,Croatian,Independent,2.6,4- 6 month
501120,Marianne Van Galen-Dickie,20,0 ~ 100 AUD,494,Both,ACT,31%-50%,Hungarian,Independent,3.8,1 month
1808215,Marie Antonette Ardiente Satorre,7,201 – 500 AUD,988,Both,SA,31%-50%,French,Organized,4.5,1 month
1569962,Marie Fatima Higgs,10,201 – 500 AUD,790,Both,VIC, 51 %- 80 %,Urdu,Organized,4.0,2 - 3 month
430035,Marilyn Arcega-Lariosa,21,0 ~ 100 AUD,101,Both,NT,>81%,Montenegrin,Independent,3.2,Immediately
1464231,Marilyn Miro Bacus,11,201 – 500 AUD,402,Both,NT,>81%,Punjabi,Organized,4.1,2 - 3 month
1682300,Marilyn Lozada Mendez,9,201 – 500 AUD,405,Online,QLD,< 30%,Kiswahili,Organized,4.3,4- 6 month
1386887,Marimi Mallari Tanag,12,201 – 500 AUD,191,Inperson,ACT,< 30%,Portuguese,Organized,2.7,2 - 3 month
2016806,Marina Jay Lawrie,5,101– 200 AUD,165,Inperson,VIC,< 30%,Amharic,Organized,4.9,Immediately
324792,Marina Matushenko,22,500+ AUD,837,Inperson,ACT,< 30%,Turkish,Organized,2.6,1 month
745615,Marina Sheryl Collins,18,101– 200 AUD,428,Inperson,ACT, 51 %- 80 %,Korean,Independent,3.8,4- 6 month
2217879,Marino Masuoka,3,201 – 500 AUD,151,Inperson,QLD, 51 %- 80 %,Portuguese,Independent,3.3,2 - 3 month
959386,Mario Frank Donatiello,16,101– 200 AUD,114,Both,TAS,< 30%,Slovak,Organized,3.7,2 - 3 month
9802588,Mario Lucas,27,0 ~ 100 AUD,858,Online,TAS, 51 %- 80 %,Bosnian,Independent,3.3,2 - 3 month
1464091,Mariola Golek,11,101– 200 AUD,602,Both,ACT, 51 %- 80 %,Urdu,Independent,3.9,Immediately
9256617,Marion Rose Le,33,0 ~ 100 AUD,489,Inperson,WA,31%-50%,Italian,Independent,3.2,1 month
1802037,Marissa Claresta Haryanto,7,0 ~ 100 AUD,203,Inperson,QLD,>81%,Marathi,Organized,3.3,Immediately
320038,Marjory Johnston,22,101– 200 AUD,495,Online,QLD, 51 %- 80 %,Filipino,Organized,4.3,2 - 3 month
1802599,Mark Fox,7,201 – 500 AUD,102,Both,SA,>81%,Chinese - Mandarin,Independent,4.3,4- 6 month
100185,Mark Jason Glazbrook,24,201 – 500 AUD,400,Inperson,NSW, 51 %- 80 %,Dutch,Independent,3.5,1 month
425834,Mark Alan Schwartz,21,500+ AUD,836,Inperson,VIC, 51 %- 80 %,Vietnamese,Independent,4.0,4- 6 month
848884,Mark Seamus Walsh,17,101– 200 AUD,942,Both,QLD,31%-50%,Romanian,Organized,4.1,2 - 3 month
1069549,Mark Paul Duggan,15,0 ~ 100 AUD,143,Both,NT, 51 %- 80 %,Burmese,Organized,4.8,4- 6 month
1382065,Mark Anthony Bridge,12,500+ AUD,572,Online,WA, 51 %- 80 %,Chinese - Cantonese,Independent,3.1,Immediately
1383419,Mark Sekerin,12,101– 200 AUD,300,Online,VIC,>81%,Chinese - Hokkien,Independent,2.9,Immediately
1385700,Mark Phillip Ellis,12,201 – 500 AUD,491,Inperson,NSW,< 30%,German,Independent,3.0,4- 6 month
9601025,Mark Sutherland,29,101– 200 AUD,576,Inperson,TAS,>81%,Portuguese,Organized,4.5,1 month
9793644,Mark Steven Wright,28,201 – 500 AUD,203,Inperson,SA,31%-50%,Persian,Independent,3.6,1 month
9905466,Mark Alan Webster,26,201 – 500 AUD,408,Online,SA,< 30%,Nepali,Independent,3.0,2 - 3 month
1461147,Mark Justin Hreorsen,11,101– 200 AUD,855,Both,VIC,< 30%,Ukrainian,Organized,4.6,1 month
1461849,Mark Michael Ryan,11,0 ~ 100 AUD,893,Inperson,ACT,>81%,Afrikaans,Independent,3.7,1 month
1568830,Mark David Pelley,10,101– 200 AUD,820,Inperson,NT, 51 %- 80 %,Montenegrin,Organized,4.9,4- 6 month
